user_id,total_spent,items_count,recommend_total,percent_recommend
76561198091737233,19.99,2,0.0,0.0
76561198091737834,0.0,1,0.0,0.0
76561198091738673,1198.29,96,1.0,1.04
76561198091738997,59.96,54,0.0,0.0
76561198091739396,406.76,63,0.0,0.0
76561198091739666,0.0,1,0.0,0.0
76561198091740788,0.0,10,0.0,0.0
76561198091740831,235.84,25,1.0,4.0
76561198091740887,0.0,18,0.0,0.0
76561198091741385,305.82,46,0.0,0.0
76561198091746142,0.0,1,0.0,0.0
76561198091746830,253.85999999999999,32,0.0,0.0
76561198091751581,0.0,17,0.0,0.0
76561198091753142,0.0,4,0.0,0.0
76561198091755241,0.0,1,0.0,0.0
76561198091758715,213.82,38,0.0,0.0
76561198091759837,39.97,14,0.0,0.0
76561198091761843,0.0,1,0.0,0.0
76561198091762766,64.95,27,0.0,0.0
76561198091763503,649.53,45,0.0,0.0
76561198091763612,172.89,22,0.0,0.0
76561198091765083,0.0,11,0.0,0.0
76561198091765086,1338.3,99,0.0,0.0
76561198091769074,29.97,34,0.0,0.0
76561198091769696,276.82,45,0.0,0.0
76561198091770962,174.91,61,3.0,4.92
76561198091771063,14.99,8,0.0,0.0
76561198091773972,139.9,26,0.0,0.0
76561198091774488,64.95,8,0.0,0.0
76561198091774799,94.96000000000001,29,0.0,0.0
76561198091775864,14.99,5,0.0,0.0
76561198091779143,184.93,12,1.0,8.33
76561198091780284,69.98,4,0.0,0.0
76561198091787009,29.98,7,0.0,0.0
76561198091787257,19.99,18,1.0,5.56
76561198091787623,215.88,26,0.0,0.0
76561198091788480,516.74,87,1.0,1.15
76561198091792179,9.99,1,0.0,0.0
76561198091792194,34.980000000000004,3,0.0,0.0
76561198091794114,109.92,31,1.0,3.23
76561198091795062,544.68,48,2.0,4.17
76561198091800030,0.0,1,0.0,0.0
76561198091800334,0.0,18,0.0,0.0
76561198091803620,344.84,55,0.0,0.0
76561198091804431,0.0,10,0.0,0.0
76561198091806235,0.0,1,0.0,0.0
76561198091806663,49.97,8,0.0,0.0
76561198091807019,0.0,11,0.0,0.0
76561198091807832,29.98,22,3.0,13.64
76561198091808864,9.99,2,0.0,0.0
76561198091809731,0.0,7,0.0,0.0
76561198091810178,1016.89,96,0.0,0.0
76561198091811380,0.0,1,0.0,0.0
76561198091811744,154.93,13,0.0,0.0
76561198091813824,82.97,19,0.0,0.0
76561198091815938,664.54,69,1.0,1.45
76561198091816512,34.97,5,0.0,0.0
76561198091821675,0.0,1,0.0,0.0
76561198091822369,0.0,1,0.0,0.0
76561198091823489,141.88,20,1.0,5.0
76561198091823844,4206.44,328,0.0,0.0
76561198091825988,59.99,19,0.0,0.0
76561198091827375,304.67,16,0.0,0.0
76561198091830429,54.96,26,0.0,0.0
76561198091832841,291.77,34,1.0,2.94
76561198091833012,1494.8799999999999,106,0.0,0.0
76561198091833491,217.87,31,2.0,6.45
76561198091836347,44.97,5,0.0,0.0
76561198091838521,186.89,18,0.0,0.0
76561198091844042,1520.11,131,0.0,0.0
76561198091845464,1088.36,111,1.0,0.9
76561198091845672,0.0,2,0.0,0.0
76561198091846641,34.98,2,0.0,0.0
76561198091848946,24.98,2,0.0,0.0
76561198091850366,0.0,1,0.0,0.0
76561198091850650,409.76,85,0.0,0.0
76561198091851574,70.93,11,0.0,0.0
76561198091852462,745.64,67,1.0,1.49
76561198091853211,490.83,25,0.0,0.0
76561198091859088,0.0,1,0.0,0.0
76561198091862925,257.84,22,0.0,0.0
76561198091863460,391.83000000000004,61,1.0,1.64
76561198091864278,549.66,48,0.0,0.0
76561198091866803,365.12,69,0.0,0.0
76561198091868909,403.51,37,4.0,10.81
76561198091872904,154.74,21,1.0,4.76
76561198091873822,14.99,2,0.0,0.0
76561198091876603,14.98,11,0.0,0.0
76561198091880747,780.5699999999999,66,0.0,0.0
76561198091881224,0.0,2,0.0,0.0
76561198091883562,4.99,5,0.0,0.0
76561198091885741,374.79999999999995,27,0.0,0.0
76561198091885821,2055.05,173,3.0,1.73
76561198091887085,332.8,36,0.0,0.0
76561198091887406,24.98,7,0.0,0.0
76561198091888383,904.51,75,0.0,0.0
76561198091890148,0.0,1,0.0,0.0
76561198091891969,503.7,49,0.0,0.0
76561198091892378,0.0,1,0.0,0.0
76561198091893367,218.85999999999999,48,0.0,0.0
76561198091893545,0.0,2,0.0,0.0
76561198091893738,120.97,21,0.0,0.0
76561198091894628,158.34,45,0.0,0.0
76561198091894663,34.98,5,0.0,0.0
76561198091895259,190.89,15,0.0,0.0
76561198091895613,84.96000000000001,7,0.0,0.0
76561198091898603,14.99,1,0.0,0.0
76561198091900187,69.98,7,0.0,0.0
76561198091901556,134.9,29,1.0,3.45
76561198091903111,79.96,8,0.0,0.0
76561198091906572,1542.77,176,5.0,2.84
76561198091908773,1103.39,135,4.0,2.96
76561198091910391,1551.07,123,0.0,0.0
76561198091911652,49.96,5,0.0,0.0
76561198091913831,59.95,25,0.0,0.0
76561198091913914,344.84,38,1.0,2.63
76561198091914102,0.0,3,0.0,0.0
76561198091916055,104.97,5,0.0,0.0
76561198091917113,92.95,79,0.0,0.0
76561198091917590,0.0,1,0.0,0.0
76561198091920136,19.99,2,0.0,0.0
76561198091920244,24.98,5,0.0,0.0
76561198091925380,296.78,54,0.0,0.0
76561198091927690,19.98,3,0.0,0.0
76561198091928441,159.89,19,0.0,0.0
76561198091930730,69.98,11,0.0,0.0
76561198091931340,0.0,1,0.0,0.0
76561198091932775,90.91,15,0.0,0.0
76561198091932812,240.85999999999999,21,2.0,9.52
76561198091933490,19.99,2,0.0,0.0
76561198091936904,29.99,2,0.0,0.0
76561198091937354,0.0,4,0.0,0.0
76561198091938654,792.34,144,4.0,2.78
76561198091939526,0.0,1,0.0,0.0
76561198091940246,772.36,77,0.0,0.0
76561198091944271,178.87,28,0.0,0.0
76561198091944334,0.0,25,0.0,0.0
76561198091945885,157.92,20,0.0,0.0
76561198091947429,0.0,1,2.0,200.0
76561198091950237,44.97,18,1.0,5.56
76561198091952352,12.97,20,0.0,0.0
76561198091954126,149.91,61,0.0,0.0
76561198091956831,179.95,8,0.0,0.0
76561198091958182,0.0,1,0.0,0.0
76561198091960223,0.0,1,0.0,0.0
76561198091962039,0.0,7,0.0,0.0
76561198091963309,14.99,4,0.0,0.0
76561198091963878,92.93,15,0.0,0.0
76561198091972169,334.78,37,1.0,2.7
76561198091973414,24.98,9,0.0,0.0
76561198091974824,99.9,20,1.0,5.0
76561198091976678,791.96,115,2.0,1.74
76561198091979082,124.92999999999999,13,0.0,0.0
76561198091979734,0.0,1,0.0,0.0
76561198091980808,197.9,11,0.0,0.0
76561198091984838,255.67000000000002,13,0.0,0.0
76561198091985105,0.0,1,0.0,0.0
76561198091986289,132.9,11,1.0,9.09
76561198091986778,440.75,37,0.0,0.0
76561198091995282,129.89,16,1.0,6.25
76561198091997060,164.89,16,0.0,0.0
76561198091997192,308.59,31,0.0,0.0
76561198091999396,315.86,23,1.0,4.35
76561198092002428,249.85,23,0.0,0.0
76561198092003647,72.94,11,0.0,0.0
76561198092003845,594.66,51,1.0,1.96
76561198092005039,14.99,1,0.0,0.0
76561198092005160,0.0,1,0.0,0.0
76561198092005310,110.94,18,0.0,0.0
76561198092005436,770.61,67,2.0,2.99
76561198092005624,9.99,7,0.0,0.0
76561198092005852,44.97,3,0.0,0.0
76561198092006045,0.0,3,0.0,0.0
76561198092009371,0.0,2,0.0,0.0
76561198092009382,19.99,3,0.0,0.0
76561198092009904,9.99,18,0.0,0.0
76561198092017642,1132.3899999999999,113,0.0,0.0
76561198092020961,57.97,15,1.0,6.67
76561198092022439,0.0,1,0.0,0.0
76561198092022514,97.92,30,4.0,13.33
76561198092022903,84.94,11,0.0,0.0
76561198092024467,0.0,17,0.0,0.0
76561198092027057,9.99,26,0.0,0.0
76561198092030342,134.92,29,0.0,0.0
76561198092033939,0.0,1,0.0,0.0
76561198092038166,0.0,1,0.0,0.0
76561198092044999,576.63,61,0.0,0.0
76561198092050517,1036.53,101,1.0,0.99
76561198092052680,19.99,10,0.0,0.0
76561198092056932,631.67,64,4.0,6.25
76561198092058318,639.4,59,1.0,1.69
76561198092063339,728.56,83,1.0,1.2
76561198092064357,292.82,36,1.0,2.78
76561198092064451,502.62,56,2.0,3.57
76561198092065428,0.0,1,0.0,0.0
76561198092068521,95.91,49,2.0,4.08
76561198092070826,24.98,3,0.0,0.0
76561198092078142,0.0,1,0.0,0.0
76561198092078692,99.94,52,0.0,0.0
76561198092079246,0.0,2,0.0,0.0
76561198092080782,470.7,59,0.0,0.0
76561198092081598,59.96,6,0.0,0.0
76561198092083221,54.980000000000004,8,0.0,0.0
76561198092083433,0.0,1,0.0,0.0
76561198092084120,389.69,47,2.0,4.26
76561198092085244,62.94,8,0.0,0.0
76561198092086266,490.72,55,0.0,0.0
76561198092086731,0.0,3,0.0,0.0
76561198092086975,217.85,18,0.0,0.0
76561198092088260,49.97,5,0.0,0.0
76561198092088771,312.88,25,0.0,0.0
76561198092090602,826.42,127,0.0,0.0
76561198092096760,9.99,30,1.0,3.33
76561198092098534,273.83,26,0.0,0.0
76561198092099024,9.99,3,0.0,0.0
76561198092099507,169.91,14,1.0,7.14
76561198092099636,0.0,1,0.0,0.0
76561198092101068,0.0,2,0.0,0.0
76561198092102162,72.94,8,0.0,0.0
76561198092104105,487.66999999999996,85,2.0,2.35
76561198092108305,0.0,3,0.0,0.0
76561198092114416,1314.11,122,1.0,0.82
76561198092115192,0.0,3,0.0,0.0
76561198092115812,39.98,6,0.0,0.0
76561198092118313,534.72,45,0.0,0.0
76561198092119822,656.76,30,0.0,0.0
76561198092121309,95.95,10,1.0,10.0
76561198092122093,237.82999999999998,63,1.0,1.59
76561198092123834,29.979999999999997,2,0.0,0.0
76561198092129898,0.0,1,0.0,0.0
76561198092131991,0.0,9,0.0,0.0
76561198092132719,344.71,31,0.0,0.0
76561198092144357,44.97,6,0.0,0.0
76561198092148680,119.92,13,0.0,0.0
76561198092148962,150.86,39,1.0,2.56
76561198092149687,134.92,20,0.0,0.0
76561198092150873,814.63,75,0.0,0.0
76561198092151965,596.63,50,0.0,0.0
76561198092159170,59.99,5,0.0,0.0
76561198092159546,0.0,1,0.0,0.0
76561198092163978,49.97,20,0.0,0.0
76561198092166713,502.71,52,0.0,0.0
76561198092167356,124.93,18,0.0,0.0
76561198092170723,452.8,34,0.0,0.0
76561198092172350,2166.62,182,1.0,0.55
76561198092174809,49.96,37,1.0,2.7
76561198092175470,39.98,3,0.0,0.0
76561198092180432,9.99,6,0.0,0.0
76561198092182190,0.0,1,0.0,0.0
76561198092182641,0.0,6,0.0,0.0
76561198092183089,0.0,1,0.0,0.0
76561198092183918,159.88,18,0.0,0.0
76561198092185400,315.83,32,0.0,0.0
76561198092187581,0.0,1,0.0,0.0
76561198092187586,0.0,16,0.0,0.0
76561198092188845,324.69,43,2.0,4.65
76561198092189841,274.83,31,0.0,0.0
76561198092191387,0.0,3,0.0,0.0
76561198092192361,9.99,1,0.0,0.0
76561198092192969,249.94000000000003,26,0.0,0.0
76561198092194365,407.74,30,0.0,0.0
76561198092195295,135.89000000000001,36,0.0,0.0
76561198092196589,0.0,21,0.0,0.0
76561198092198892,9.99,2,0.0,0.0
76561198092199643,0.99,25,0.0,0.0
76561198092200896,671.5699999999999,70,0.0,0.0
76561198092203106,201.85,40,0.0,0.0
76561198092208393,84.94999999999999,22,0.0,0.0
76561198092211227,199.9,19,0.0,0.0
76561198092215337,218.85999999999999,36,1.0,2.78
76561198092215843,893.51,89,0.0,0.0
76561198092216068,364.67,52,1.0,1.92
76561198092216405,546.68,46,1.0,2.17
76561198092218849,252.83999999999997,27,0.0,0.0
76561198092219136,0.0,1,0.0,0.0
76561198092220546,263.8,46,3.0,6.52
76561198092220747,59.99,3,0.0,0.0
76561198092220958,2398.69,203,1.0,0.49
76561198092221837,964.28,124,3.0,2.42
76561198092222054,386.73,35,0.0,0.0
76561198092223135,355.81,43,0.0,0.0
76561198092225388,44.96,11,1.0,9.09
76561198092226373,1028.45,94,2.0,2.13
76561198092227136,1799.01,333,2.0,0.6
76561198092227802,476.63,51,0.0,0.0
76561198092229748,358.78,37,1.0,2.7
76561198092230354,610.76,35,0.0,0.0
76561198092231633,0.0,1,0.0,0.0
76561198092232254,0.0,1,0.0,0.0
76561198092232325,0.0,1,0.0,0.0
76561198092239471,49.97,8,0.0,0.0
76561198092240703,34.97,5,0.0,0.0
76561198092242919,47.96,11,1.0,9.09
76561198092242971,9.99,2,0.0,0.0
76561198092244787,365.68,33,0.0,0.0
76561198092246378,24.98,3,0.0,0.0
76561198092247128,414.74,42,0.0,0.0
76561198092247536,21.97,21,0.0,0.0
76561198092248933,509.7,57,1.0,1.75
76561198092249761,0.0,1,0.0,0.0
76561198092251428,19.98,4,0.0,0.0
76561198092253228,19.99,2,0.0,0.0
76561198092254634,0.0,1,0.0,0.0
76561198092261229,144.72,21,0.0,0.0
76561198092261711,214.87,20,0.0,0.0
76561198092261968,14.99,6,0.0,0.0
76561198092262030,360.71999999999997,52,0.0,0.0
76561198092262100,374.71999999999997,97,0.0,0.0
76561198092262750,189.9,16,0.0,0.0
76561198092263206,9.99,6,0.0,0.0
76561198092265500,0.0,1,0.0,0.0
76561198092265876,24.98,7,0.0,0.0
76561198092268302,416.77,38,0.0,0.0
76561198092272100,0.0,6,0.0,0.0
76561198092274534,19.99,12,0.0,0.0
76561198092274758,114.94999999999999,23,0.0,0.0
76561198092275198,0.0,1,0.0,0.0
76561198092276689,519.71,46,0.0,0.0
76561198092277452,0.0,1,0.0,0.0
76561198092278393,942.41,138,0.0,0.0
76561198092278847,631.28,75,2.0,2.67
76561198092280839,24.99,2,0.0,0.0
76561198092281449,464.75,54,0.0,0.0
76561198092286407,0.0,2,0.0,0.0
76561198092287014,0.0,14,0.0,0.0
76561198092287390,154.96,22,0.0,0.0
76561198092287469,127.92,20,0.0,0.0
76561198092290239,44.97,25,0.0,0.0
76561198092291168,410.8,39,0.0,0.0
76561198092297803,1433.1999999999998,140,1.0,0.71
76561198092300490,490.75,34,0.0,0.0
76561198092305052,707.42,74,1.0,1.35
76561198092305419,200.87,19,0.0,0.0
76561198092306325,1394.1399999999999,119,1.0,0.84
76561198092308305,0.0,1,0.0,0.0
76561198092310012,154.93,16,0.0,0.0
76561198092310770,804.37,279,6.0,2.15
76561198092312999,0.0,1,0.0,0.0
76561198092314088,0.0,1,0.0,0.0
76561198092314848,0.0,2,0.0,0.0
76561198092315739,0.0,7,0.0,0.0
76561198092324334,0.0,2,0.0,0.0
76561198092324445,276.76,30,0.0,0.0
76561198092325879,24.979999999999997,12,0.0,0.0
76561198092329346,109.94999999999999,12,0.0,0.0
76561198092329887,0.0,1,0.0,0.0
76561198092330598,153.89999999999998,8,0.0,0.0
76561198092333882,264.89,44,1.0,2.27
76561198092334975,414.78,24,0.0,0.0
76561198092339301,54.96,4,0.0,0.0
76561198092339855,2263.66,175,3.0,1.71
76561198092341441,345.69,53,1.0,1.89
76561198092342174,154.9,24,1.0,4.17
76561198092345811,636.47,86,3.0,3.49
76561198092346271,316.83,22,0.0,0.0
76561198092346411,0.0,4,0.0,0.0
76561198092346634,1238.26,102,1.0,0.98
76561198092347921,209.89000000000001,29,1.0,3.45
76561198092349679,1974.96,141,0.0,0.0
76561198092356909,0.0,16,0.0,0.0
76561198092356982,721.3399999999999,52,0.0,0.0
76561198092358231,309.82,33,0.0,0.0
76561198092358480,70.92,41,0.0,0.0
76561198092362090,296.86,28,0.0,0.0
76561198092362727,162.88,26,0.0,0.0
76561198092366306,19.99,19,0.0,0.0
76561198092367387,179.87,26,0.0,0.0
76561198092369007,1554.2,143,8.0,5.59
76561198092369923,140.91,29,0.0,0.0
76561198092373010,455.71,90,0.0,0.0
76561198092373642,79.94,23,0.0,0.0
76561198092374007,1079.34,94,0.0,0.0
76561198092375187,460.69,52,0.0,0.0
76561198092376358,0.0,1,0.0,0.0
76561198092378097,253.85,24,0.0,0.0
76561198092378391,665.64,73,0.0,0.0
76561198092379046,220.9,18,0.0,0.0
76561198092379097,0.0,1,0.0,0.0
76561198092379288,0.0,17,0.0,0.0
76561198092379562,0.0,4,0.0,0.0
76561198092381248,112.89,12,0.0,0.0
76561198092381867,662.63,66,1.0,1.52
76561198092384284,451.73,47,2.0,4.26
76561198092389739,0.0,1,0.0,0.0
76561198092393446,0.0,1,0.0,0.0
76561198092398769,69.95,34,1.0,2.94
76561198092399208,160.91,1,0.0,0.0
76561198092400800,298.82,48,0.0,0.0
76561198092402772,621.64,68,0.0,0.0
76561198092403662,94.94,25,1.0,4.0
76561198092405244,160.91,5,0.0,0.0
76561198092407908,70.94,7,1.0,14.29
76561198092408233,579.66,40,0.0,0.0
76561198092411056,60.980000000000004,11,0.0,0.0
76561198092411867,129.93,20,0.0,0.0
76561198092415778,57.96,11,0.0,0.0
76561198092416214,0.0,1,0.0,0.0
76561198092416470,9.99,1,0.0,0.0
76561198092418831,19.99,6,0.0,0.0
76561198092419109,554.77,54,0.0,0.0
76561198092421548,725.68,55,0.0,0.0
76561198092422168,109.91,19,1.0,5.26
76561198092423916,0.0,1,0.0,0.0
76561198092426627,0.0,10,0.0,0.0
76561198092429180,0.0,1,0.0,0.0
76561198092429638,483.65999999999997,40,0.0,0.0
76561198092430498,74.96,22,0.0,0.0
76561198092430936,244.83999999999997,27,0.0,0.0
76561198092431676,225.86,73,2.0,2.74
76561198092433943,59.99,26,0.0,0.0
76561198092435819,14.99,2,0.0,0.0
76561198092437668,49.96,18,0.0,0.0
76561198092438402,117.89,23,0.0,0.0
76561198092439425,129.93,17,1.0,5.88
76561198092440133,0.0,1,0.0,0.0
76561198092440135,431.65,45,1.0,2.22
76561198092443144,14.99,10,0.0,0.0
76561198092443292,19.98,74,0.0,0.0
76561198092446429,139.93,14,0.0,0.0
76561198092446512,0.0,1,0.0,0.0
76561198092446713,164.9,13,0.0,0.0
76561198092448174,1659.12,136,4.0,2.94
76561198092448741,1695.9,141,0.0,0.0
76561198092449154,0.0,1,0.0,0.0
76561198092456378,79.94,5,0.0,0.0
76561198092456430,0.0,3,0.0,0.0
76561198092456719,64.94,13,0.0,0.0
76561198092457239,400.77,48,0.0,0.0
76561198092457262,298.83,46,4.0,8.7
76561198092459450,45.95,12,0.0,0.0
76561198092462292,0.0,1,0.0,0.0
76561198092463941,755.56,102,0.0,0.0
76561198092466083,420.75,62,1.0,1.61
76561198092466953,1104.37,134,3.0,2.24
76561198092470381,0.0,1,0.0,0.0
76561198092473154,292.84,23,0.0,0.0
76561198092473445,647.63,97,7.0,7.22
76561198092473728,394.82,46,1.0,2.17
76561198092474995,31.95,23,0.0,0.0
76561198092477384,485.75,35,0.0,0.0
76561198092477695,196.85,48,0.0,0.0
76561198092478441,0.0,1,0.0,0.0
76561198092480143,44.96,5,0.0,0.0
76561198092483689,312.82,30,0.0,0.0
76561198092485160,44.96,5,0.0,0.0
76561198092489041,612.6999999999999,52,0.0,0.0
76561198092492252,347.77,47,0.0,0.0
76561198092493461,384.78,94,1.0,1.06
76561198092494600,244.9,18,1.0,5.56
76561198092496695,59.99,24,0.0,0.0
76561198092501010,246.82,55,1.0,1.82
76561198092501578,652.68,43,0.0,0.0
76561198092506187,204.69,18,0.0,0.0
76561198092507318,74.92999999999999,31,0.0,0.0
76561198092511029,753.49,96,3.0,3.12
76561198092513952,9.99,6,0.0,0.0
76561198092513964,49.97,6,0.0,0.0
76561198092520576,0.0,1,0.0,0.0
76561198092526028,44.95,17,0.0,0.0
76561198092527165,19.99,9,0.0,0.0
76561198092530678,19.99,3,0.0,0.0
76561198092532137,0.0,1,0.0,0.0
76561198092541784,337.75,73,0.0,0.0
76561198092542343,64.95,33,0.0,0.0
76561198092544981,114.94999999999999,15,0.0,0.0
76561198092545243,1710.04,127,1.0,0.79
76561198092545927,805.39,74,0.0,0.0
76561198092545952,290.82,24,1.0,4.17
76561198092546932,0.0,1,0.0,0.0
76561198092547722,2775.17,189,1.0,0.53
76561198092559224,166.93,16,0.0,0.0
76561198092559916,112.91,56,3.0,5.36
76561198092560110,317.86,46,1.0,2.17
76561198092562443,137.92,15,0.0,0.0
76561198092564032,788.59,72,1.0,1.39
76561198092567528,265.82,22,0.0,0.0
76561198092570802,0.0,1,0.0,0.0
76561198092571607,14.99,6,0.0,0.0
76561198092571666,0.0,5,0.0,0.0
76561198092572735,1661.03,115,0.0,0.0
76561198092572888,41.96,17,0.0,0.0
76561198092574886,19.99,1,0.0,0.0
76561198092574945,1686.03,134,1.0,0.75
76561198092575999,19.99,5,0.0,0.0
76561198092577173,1482.1,110,1.0,0.91
76561198092579867,607.62,65,0.0,0.0
76561198092583227,299.67,29,0.0,0.0
76561198092584626,35.97,7,0.0,0.0
76561198092589283,229.85999999999999,32,4.0,12.5
76561198092591927,232.91,22,1.0,4.55
76561198092594741,0.0,1,0.0,0.0
76561198092596983,0.0,4,0.0,0.0
76561198092603480,706.5799999999999,57,0.0,0.0
76561198092604178,14.99,9,0.0,0.0
76561198092605728,0.0,2,0.0,0.0
76561198092611084,312.71,36,0.0,0.0
76561198092612583,164.88,18,0.0,0.0
76561198092612877,1274.34,84,2.0,2.38
76561198092620513,0.0,1,0.0,0.0
76561198092623837,150.88,51,2.0,3.92
76561198092626023,139.92,49,0.0,0.0
76561198092627689,64.94,19,2.0,10.53
76561198092631089,9.99,1,0.0,0.0
76561198092632997,49.96,13,0.0,0.0
76561198092633788,277.86,24,0.0,0.0
76561198092635153,9.99,6,0.0,0.0
76561198092636384,0.0,1,0.0,0.0
76561198092638474,1097.15,125,5.0,4.0
76561198092639897,64.96,27,0.0,0.0
76561198092642808,623.69,52,0.0,0.0
76561198092643342,218.92,62,0.0,0.0
76561198092644744,304.87,27,0.0,0.0
76561198092646500,249.91,21,0.0,0.0
76561198092648013,672.67,53,0.0,0.0
76561198092649541,144.89,17,0.0,0.0
76561198092650844,179.88,24,0.0,0.0
76561198092651498,59.970000000000006,12,0.0,0.0
76561198092653398,0.0,3,0.0,0.0
76561198092656913,9.99,4,0.0,0.0
76561198092659141,107.91,23,1.0,4.35
76561198092659246,0.0,1,0.0,0.0
76561198092666378,0.0,1,0.0,0.0
76561198092666529,129.96,16,0.0,0.0
76561198092669495,174.91,41,0.0,0.0
76561198092669683,0.0,8,0.0,0.0
76561198092674729,116.88,25,1.0,4.0
76561198092674981,47.96,15,0.0,0.0
76561198092675261,0.0,1,0.0,0.0
76561198092676677,39.97,8,0.0,0.0
76561198092677623,32.98,7,0.0,0.0
76561198092681910,322.84,36,1.0,2.78
76561198092683070,9.99,2,0.0,0.0
76561198092695661,49.96,13,5.0,38.46
76561198092703325,155.91,30,0.0,0.0
76561198092711304,0.0,12,0.0,0.0
76561198092722377,106.89,16,0.0,0.0
76561198092730521,9.99,2,0.0,0.0
76561198092731214,29.98,3,0.0,0.0
76561198092735015,680.59,59,2.0,3.39
76561198092736438,59.96,8,0.0,0.0
76561198092742456,267.8,38,0.0,0.0
76561198092745079,0.0,1,0.0,0.0
76561198092746746,0.0,1,0.0,0.0
76561198092749531,14.99,7,0.0,0.0
76561198092750032,274.82,47,1.0,2.13
76561198092750807,144.93,15,0.0,0.0
76561198092751797,9.99,7,0.0,0.0
76561198092756568,169.93,22,0.0,0.0
76561198092763256,24.98,15,0.0,0.0
76561198092766326,29.98,20,0.0,0.0
76561198092768381,0.0,13,0.0,0.0
76561198092774409,9.99,5,0.0,0.0
76561198092776352,1051.29,138,1.0,0.72
76561198092783574,0.0,1,0.0,0.0
76561198092791856,465.69,57,3.0,5.26
76561198092796694,605.35,68,0.0,0.0
76561198092798425,238.81,24,1.0,4.17
76561198092800057,4.99,2,0.0,0.0
76561198092800302,69.98,4,0.0,0.0
76561198092805184,529.75,65,0.0,0.0
76561198092814591,0.0,6,1.0,16.67
76561198092819016,1318.28,153,3.0,1.96
76561198092820867,145.88,55,0.0,0.0
76561198092832204,1847.8899999999999,149,0.0,0.0
76561198092833010,123.89,15,0.0,0.0
76561198092833815,24.979999999999997,8,0.0,0.0
76561198092836470,606.6999999999999,62,0.0,0.0
76561198092840237,0.0,2,0.0,0.0
76561198092847310,1282.29,108,1.0,0.93
76561198092852105,0.0,1,0.0,0.0
76561198092853840,0.0,11,0.0,0.0
76561198092883147,0.0,4,0.0,0.0
76561198092886132,0.0,6,0.0,0.0
76561198092892954,0.0,1,0.0,0.0
76561198092896139,0.0,1,0.0,0.0
76561198092905281,54.96,7,0.0,0.0
76561198092917831,891.45,105,0.0,0.0
76561198092918586,292.78,33,0.0,0.0
76561198092966729,197.92000000000002,47,0.0,0.0
76561198092966782,0.0,1,0.0,0.0
76561198092970495,19.99,17,0.0,0.0
76561198092971472,212.89,21,1.0,4.76
76561198092973654,0.0,1,1.0,100.0
76561198092974156,9.99,10,0.0,0.0
76561198092975612,359.84,23,0.0,0.0
76561198092976137,29.979999999999997,11,0.0,0.0
76561198092977822,0.0,4,0.0,0.0
76561198092978243,159.95999999999998,15,0.0,0.0
76561198092978311,0.0,1,0.0,0.0
76561198092980663,0.0,12,0.0,0.0
76561198092981524,531.71,53,0.0,0.0
76561198092981834,508.63,54,0.0,0.0
76561198092983793,60.93,9,0.0,0.0
76561198092984441,0.0,1,0.0,0.0
76561198092985047,0.0,1,0.0,0.0
76561198092985183,172.94,20,1.0,5.0
76561198092985984,54.97,8,0.0,0.0
76561198092986258,146.89,17,0.0,0.0
76561198092987241,22.97,4,0.0,0.0
76561198092987751,9.99,5,0.0,0.0
76561198092989048,9.99,2,0.0,0.0
76561198092989604,116.91,27,0.0,0.0
76561198092990267,0.0,3,0.0,0.0
76561198092990566,19.99,3,0.0,0.0
76561198092990575,79.96000000000001,4,0.0,0.0
76561198092993135,42.97,17,0.0,0.0
76561198092994061,69.96000000000001,6,0.0,0.0
76561198092994886,1494.09,137,0.0,0.0
76561198092995747,0.0,1,0.0,0.0
76561198092996050,29.97,13,0.0,0.0
76561198092997441,399.84,32,0.0,0.0
76561198092998604,912.33,137,2.0,1.46
76561198092999858,1469.97,167,1.0,0.6
76561198093000722,73.92,18,0.0,0.0
76561198093003390,834.51,68,0.0,0.0
76561198093012835,126.87,29,0.0,0.0
76561198093013080,649.66,53,0.0,0.0
76561198093013155,0.0,11,0.0,0.0
76561198093023242,19.99,2,0.0,0.0
76561198093042296,49.97,5,0.0,0.0
76561198093043200,29.99,1,1.0,100.0
76561198093045524,144.91,17,0.0,0.0
76561198093047209,0.0,8,0.0,0.0
76561198093048026,184.91,25,0.0,0.0
76561198093048291,1028.46,73,0.0,0.0
76561198093049830,39.97,3,0.0,0.0
76561198093055620,19.99,5,0.0,0.0
76561198093061641,0.0,5,0.0,0.0
76561198093062719,119.95,14,0.0,0.0
76561198093063242,164.95,8,0.0,0.0
76561198093064441,80.93,8,0.0,0.0
76561198093065240,52.94,7,0.0,0.0
76561198093066459,600.61,53,1.0,1.89
76561198093066855,0.0,2,0.0,0.0
76561198093067382,104.92,47,1.0,2.13
76561198093067520,1030.48,74,0.0,0.0
76561198093068088,89.93,56,1.0,1.79
76561198093068575,0.0,4,0.0,0.0
76561198093069312,199.92000000000002,20,0.0,0.0
76561198093069458,19.99,1,0.0,0.0
76561198093069623,0.0,12,0.0,0.0
76561198093071749,396.71000000000004,76,0.0,0.0
76561198093072064,14.99,4,0.0,0.0
76561198093072328,518.67,53,0.0,0.0
76561198093072850,14.99,2,0.0,0.0
76561198093077177,578.74,46,0.0,0.0
76561198093077688,497.62,84,1.0,1.19
76561198093078921,0.0,2,0.0,0.0
76561198093080426,1263.32,85,2.0,2.35
76561198093081115,0.0,1,0.0,0.0
76561198093083895,87.96,15,0.0,0.0
76561198093084365,369.83,35,0.0,0.0
76561198093085413,0.0,1,0.0,0.0
